C
D
C
B
A
C
B
B
A
D
C
C
C
B
C
B
B
B
B
A
D
C
D
B
B
C
A
C
A
B
D
C
C
C
A
D
A
A
D
B
D
C
A
C
C
A
C
B
D
B
A
C
C
B
A
A
A
C
C
B
B
C
B
B
C
D
A
B
C
B
D
B
B
B
A
A
B
B
B
D
A
D
B
D
C
C
B
D
A
C
D
B
B
A
D
C
A
C
C
B
B
C
D
A
C
A
C
D
D
C
C
A
