B
A
D
C
B
C
B
C
A
A
C
B
C
B
C
B
B
B
B
A
B
C
B
A
D
B
A
A
A
B
D
D
C
C
A
D
A
C
C
C
D
A
B
B
C
C
D
B
B
A
C
A
A
B
A
C
D
A
A
B
B
A
B
C
D
A
A
B
D
C
D
A
D
B
C
B
B
A
D
C
A
D
C
B
D
C
A
B
A
D
B
B
D
D
D
C
C
B
D
D
A
B
D
B
B
C
C
D
D
C
C
D
