D
B
B
C
C
A
A
C
B
C
D
B
C
C
B
B
B
C
C
B
B
A
B
A
B
C
C
D
C
A
B
B
C
B
D
B
A
C
C
B
D
A
B
B
B
D
D
C
C
B
B
A
B
B
C
C
A
D
A
D
B
D
C
A
D
B
D
A
D
B
D
D
C
C
A
C
B
A
B
C
A
D
C
C
B
C
C
D
B
C
C
C
A
A
D
D
B
C
C
C
C
C
A
C
B
C
A
C
C
B
A
D
C
B
A
B
C
B
C
A
B
A
C
D
D
C
A
B
A
B
B
C
A
A
C
C
B
